variables,units,values,description
floatingse.member9.qdyn,Pa,"[176907.8321172 176907.8321172 176907.8321172 176907.8321172
 176907.8321172 176907.8321172  -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.
  -9999.         -9999.         -9999.         -9999.       ]",
floatingse.line_mass,kg,[578915.875],
floatingse.mooring_mass,kg,[1736747.625],
floatingse.mooring_cost,USD,[4489492.610625],
floatingse.mooring_plot_matrix,m,"[[[ -25.87500249  -44.81681896  -14.00099618]
  [ -28.47402635  -49.31846033  -20.73733618]
  [ -31.11068355  -53.88528457  -27.41475799]
  [ -33.78572882  -58.51859889  -34.03066192]
  [ -36.49991885  -63.21971392  -40.58231872]
  [ -39.25401006  -67.98993982  -47.06686377]
  [ -42.04875595  -72.8305817   -53.48129118]
  [ -44.88490422  -77.7429346   -59.82244785]
  [ -47.76319337  -82.72827766  -66.08702768]
  [ -50.68434904  -87.78786768  -72.2715658 ]
  [ -53.64907976  -92.92293192  -78.37243306]
  [ -56.65807235  -98.13465997  -84.38583078]
  [ -59.71198675 -103.42419487  -90.3077859 ]
  [ -62.8114503  -108.79262322  -96.13414665]
  [ -65.95705153 -114.24096437 -101.86057891]
  [ -69.14933326 -119.77015851 -107.48256338]
  [ -72.38878517 -125.38105382 -112.99539372]
  [ -75.67583578 -131.07439248 -118.39417597]
  [ -79.01084372 -136.85079567 -123.6738293 ]
  [ -82.39408849 -142.71074752 -128.82908853]
  [ -85.82576065 -148.65457804 -133.85450846]
  [ -89.3059514  -154.68244524 -138.74447047]
  [ -92.83464182 -160.79431633 -143.49319153]
  [ -96.41169166 -166.9899484  -148.09473593]
  [-100.03682793 -173.26886861 -152.54303011]
  [-103.70963336 -179.63035421 -156.83188068]
  [-107.42953493 -186.07341273 -160.95499594]
  [-111.19579273 -192.5967626  -164.90601117]
  [-115.0074893  -199.19881472 -168.67851767]
  [-118.86351974 -205.87765535 -172.26609572]
  [-122.76258298 -212.63103098 -175.66235145]
  [-126.70317436 -219.45633548 -178.86095738]
  [-130.68358003 -226.35060033 -181.85569649]
  [-134.70187331 -233.31048844 -184.64050938]
  [-138.75591346 -240.33229196 -187.20954396]
  [-142.84334716 -247.4119348  -189.55720714]
  [-146.96161282 -254.54498016 -191.67821743]
  [-151.10794805 -261.72664346 -193.56765782]
  [-155.27940038 -268.95181082 -195.22102763]
  [-159.47284115 -276.21506329 -196.63429235]
  [-163.68498273 -283.51070653 -197.80393016]
  [-167.91239871 -290.83280578 -198.72697409]
  [-172.15154679 -298.17522564 -199.4010486 ]
  [-176.3987942  -305.53167395 -199.82439959]
  [-180.65044487 -312.89574893 -199.99591696]
  [-184.90311194 -320.26158435 -200.        ]
  [-189.15578263 -327.62742606 -200.        ]
  [-193.40845332 -334.99326776 -200.        ]
  [-197.66112401 -342.35910947 -200.        ]
  [-201.9137947  -349.72495118 -200.        ]
  [-206.1664654  -357.09079288 -200.        ]
  [-210.41913609 -364.45663459 -200.        ]
  [-214.67180678 -371.8224763  -200.        ]
  [-218.92447747 -379.188318   -200.        ]
  [-223.17714816 -386.55415971 -200.        ]
  [-227.42981886 -393.92000142 -200.        ]
  [-231.68248955 -401.28584312 -200.        ]
  [-235.93516024 -408.65168483 -200.        ]
  [-240.18783093 -416.01752654 -200.        ]
  [-244.44050163 -423.38336824 -200.        ]
  [-248.69317232 -430.74920995 -200.        ]
  [-252.94584301 -438.11505166 -200.        ]
  [-257.1985137  -445.48089336 -200.        ]
  [-261.45118439 -452.84673507 -200.        ]
  [-265.70385509 -460.21257677 -200.        ]
  [-269.95652578 -467.57841848 -200.        ]
  [-274.20919647 -474.94426019 -200.        ]
  [-278.46186716 -482.31010189 -200.        ]
  [-282.71453785 -489.6759436  -200.        ]
  [-286.96720855 -497.04178531 -200.        ]
  [-291.21987924 -504.40762701 -200.        ]
  [-295.47254993 -511.77346872 -200.        ]
  [-299.72522062 -519.13931043 -200.        ]
  [-303.97789131 -526.50515213 -200.        ]
  [-308.23056201 -533.87099384 -200.        ]
  [-312.4832327  -541.23683555 -200.        ]
  [-316.73590339 -548.60267725 -200.        ]
  [-320.98857408 -555.96851896 -200.        ]
  [-325.24124477 -563.33436067 -200.        ]
  [-329.49391547 -570.70020237 -200.        ]
  [-333.74658616 -578.06604408 -200.        ]
  [-337.99925685 -585.43188579 -200.        ]
  [-342.25192754 -592.79772749 -200.        ]
  [-346.50459823 -600.1635692  -200.        ]
  [-350.75726893 -607.52941091 -200.        ]
  [-355.00993962 -614.89525261 -200.        ]
  [-359.26261031 -622.26109432 -200.        ]
  [-363.515281   -629.62693602 -200.        ]
  [-367.7679517  -636.99277773 -200.        ]
  [-372.02062239 -644.35861944 -200.        ]
  [-376.27329308 -651.72446114 -200.        ]
  [-380.52596377 -659.09030285 -200.        ]
  [-384.77863446 -666.45614456 -200.        ]
  [-389.03130516 -673.82198626 -200.        ]
  [-393.28397585 -681.18782797 -200.        ]
  [-397.53664654 -688.55366968 -200.        ]
  [-401.78931723 -695.91951138 -200.        ]
  [-406.04198792 -703.28535309 -200.        ]
  [-410.29465862 -710.6511948  -200.        ]
  [-414.54732931 -718.0170365  -200.        ]
  [-418.8        -725.38287821 -200.        ]]

 [[  51.75000498    0.          -14.00099618]
  [  56.9480527     0.          -20.73733618]
  [  62.22136711    0.          -27.41475799]
  [  67.57145764    0.          -34.03066192]
  [  72.9998377     0.          -40.58231872]
  [  78.50802011    0.          -47.06686377]
  [  84.0975119     0.          -53.48129118]
  [  89.76980844    0.          -59.82244785]
  [  95.52638675    0.          -66.08702768]
  [ 101.36869808    0.          -72.2715658 ]
  [ 107.29815951    0.          -78.37243306]
  [ 113.3161447     0.          -84.38583078]
  [ 119.42397349    0.          -90.3077859 ]
  [ 125.62290061    0.          -96.13414665]
  [ 131.91410306    0.         -101.86057891]
  [ 138.29866651    0.         -107.48256338]
  [ 144.77757035    0.         -112.99539372]
  [ 151.35167156    0.         -118.39417597]
  [ 158.02168744    0.         -123.6738293 ]
  [ 164.78817699    0.         -128.82908853]
  [ 171.6515213     0.         -133.85450846]
  [ 178.6119028     0.         -138.74447047]
  [ 185.66928364    0.         -143.49319153]
  [ 192.82338333    0.         -148.09473593]
  [ 200.07365587    0.         -152.54303011]
  [ 207.41926672    0.         -156.83188068]
  [ 214.85906986    0.         -160.95499594]
  [ 222.39158547    0.         -164.90601117]
  [ 230.0149786     0.         -168.67851767]
  [ 237.72703948    0.         -172.26609572]
  [ 245.52516595    0.         -175.66235145]
  [ 253.40634872    0.         -178.86095738]
  [ 261.36716007    0.         -181.85569649]
  [ 269.40374662    0.         -184.64050938]
  [ 277.51182692    0.         -187.20954396]
  [ 285.68669432    0.         -189.55720714]
  [ 293.92322564    0.         -191.67821743]
  [ 302.21589611    0.         -193.56765782]
  [ 310.55880075    0.         -195.22102763]
  [ 318.94568229    0.         -196.63429235]
  [ 327.36996546    0.         -197.80393016]
  [ 335.82479741    0.         -198.72697409]
  [ 344.30309358    0.         -199.4010486 ]
  [ 352.7975884     0.         -199.82439959]
  [ 361.30088975    0.         -199.99591696]
  [ 369.80622387    0.         -200.        ]
  [ 378.31156526    0.         -200.        ]
  [ 386.81690664    0.         -200.        ]
  [ 395.32224802    0.         -200.        ]
  [ 403.82758941    0.         -200.        ]
  [ 412.33293079    0.         -200.        ]
  [ 420.83827218    0.         -200.        ]
  [ 429.34361356    0.         -200.        ]
  [ 437.84895495    0.         -200.        ]
  [ 446.35429633    0.         -200.        ]
  [ 454.85963771    0.         -200.        ]
  [ 463.3649791     0.         -200.        ]
  [ 471.87032048    0.         -200.        ]
  [ 480.37566187    0.         -200.        ]
  [ 488.88100325    0.         -200.        ]
  [ 497.38634463    0.         -200.        ]
  [ 505.89168602    0.         -200.        ]
  [ 514.3970274     0.         -200.        ]
  [ 522.90236879    0.         -200.        ]
  [ 531.40771017    0.         -200.        ]
  [ 539.91305155    0.         -200.        ]
  [ 548.41839294    0.         -200.        ]
  [ 556.92373432    0.         -200.        ]
  [ 565.42907571    0.         -200.        ]
  [ 573.93441709    0.         -200.        ]
  [ 582.43975848    0.         -200.        ]
  [ 590.94509986    0.         -200.        ]
  [ 599.45044124    0.         -200.        ]
  [ 607.95578263    0.         -200.        ]
  [ 616.46112401    0.         -200.        ]
  [ 624.9664654     0.         -200.        ]
  [ 633.47180678    0.         -200.        ]
  [ 641.97714816    0.         -200.        ]
  [ 650.48248955    0.         -200.        ]
  [ 658.98783093    0.         -200.        ]
  [ 667.49317232    0.         -200.        ]
  [ 675.9985137     0.         -200.        ]
  [ 684.50385509    0.         -200.        ]
  [ 693.00919647    0.         -200.        ]
  [ 701.51453785    0.         -200.        ]
  [ 710.01987924    0.         -200.        ]
  [ 718.52522062    0.         -200.        ]
  [ 727.03056201    0.         -200.        ]
  [ 735.53590339    0.         -200.        ]
  [ 744.04124477    0.         -200.        ]
  [ 752.54658616    0.         -200.        ]
  [ 761.05192754    0.         -200.        ]
  [ 769.55726893    0.         -200.        ]
  [ 778.06261031    0.         -200.        ]
  [ 786.5679517     0.         -200.        ]
  [ 795.07329308    0.         -200.        ]
  [ 803.57863446    0.         -200.        ]
  [ 812.08397585    0.         -200.        ]
  [ 820.58931723    0.         -200.        ]
  [ 829.09465862    0.         -200.        ]
  [ 837.6           0.         -200.        ]]

 [[ -25.87500249   44.81681896  -14.00099618]
  [ -28.47402635   49.31846033  -20.73733618]
  [ -31.11068355   53.88528457  -27.41475799]
  [ -33.78572882   58.51859889  -34.03066192]
  [ -36.49991885   63.21971392  -40.58231872]
  [ -39.25401006   67.98993982  -47.06686377]
  [ -42.04875595   72.8305817   -53.48129118]
  [ -44.88490422   77.7429346   -59.82244785]
  [ -47.76319337   82.72827766  -66.08702768]
  [ -50.68434904   87.78786768  -72.2715658 ]
  [ -53.64907976   92.92293192  -78.37243306]
  [ -56.65807235   98.13465997  -84.38583078]
  [ -59.71198675  103.42419487  -90.3077859 ]
  [ -62.8114503   108.79262322  -96.13414665]
  [ -65.95705153  114.24096437 -101.86057891]
  [ -69.14933326  119.77015851 -107.48256338]
  [ -72.38878517  125.38105382 -112.99539372]
  [ -75.67583578  131.07439248 -118.39417597]
  [ -79.01084372  136.85079567 -123.6738293 ]
  [ -82.39408849  142.71074752 -128.82908853]
  [ -85.82576065  148.65457804 -133.85450846]
  [ -89.3059514   154.68244524 -138.74447047]
  [ -92.83464182  160.79431633 -143.49319153]
  [ -96.41169166  166.9899484  -148.09473593]
  [-100.03682793  173.26886861 -152.54303011]
  [-103.70963336  179.63035421 -156.83188068]
  [-107.42953493  186.07341273 -160.95499594]
  [-111.19579273  192.5967626  -164.90601117]
  [-115.0074893   199.19881472 -168.67851767]
  [-118.86351974  205.87765535 -172.26609572]
  [-122.76258298  212.63103098 -175.66235145]
  [-126.70317436  219.45633548 -178.86095738]
  [-130.68358003  226.35060033 -181.85569649]
  [-134.70187331  233.31048844 -184.64050938]
  [-138.75591346  240.33229196 -187.20954396]
  [-142.84334716  247.4119348  -189.55720714]
  [-146.96161282  254.54498016 -191.67821743]
  [-151.10794805  261.72664346 -193.56765782]
  [-155.27940038  268.95181082 -195.22102763]
  [-159.47284115  276.21506329 -196.63429235]
  [-163.68498273  283.51070653 -197.80393016]
  [-167.91239871  290.83280578 -198.72697409]
  [-172.15154679  298.17522564 -199.4010486 ]
  [-176.3987942   305.53167395 -199.82439959]
  [-180.65044487  312.89574893 -199.99591696]
  [-184.90311194  320.26158435 -200.        ]
  [-189.15578263  327.62742606 -200.        ]
  [-193.40845332  334.99326776 -200.        ]
  [-197.66112401  342.35910947 -200.        ]
  [-201.9137947   349.72495118 -200.        ]
  [-206.1664654   357.09079288 -200.        ]
  [-210.41913609  364.45663459 -200.        ]
  [-214.67180678  371.8224763  -200.        ]
  [-218.92447747  379.188318   -200.        ]
  [-223.17714816  386.55415971 -200.        ]
  [-227.42981886  393.92000142 -200.        ]
  [-231.68248955  401.28584312 -200.        ]
  [-235.93516024  408.65168483 -200.        ]
  [-240.18783093  416.01752654 -200.        ]
  [-244.44050163  423.38336824 -200.        ]
  [-248.69317232  430.74920995 -200.        ]
  [-252.94584301  438.11505166 -200.        ]
  [-257.1985137   445.48089336 -200.        ]
  [-261.45118439  452.84673507 -200.        ]
  [-265.70385509  460.21257677 -200.        ]
  [-269.95652578  467.57841848 -200.        ]
  [-274.20919647  474.94426019 -200.        ]
  [-278.46186716  482.31010189 -200.        ]
  [-282.71453785  489.6759436  -200.        ]
  [-286.96720855  497.04178531 -200.        ]
  [-291.21987924  504.40762701 -200.        ]
  [-295.47254993  511.77346872 -200.        ]
  [-299.72522062  519.13931043 -200.        ]
  [-303.97789131  526.50515213 -200.        ]
  [-308.23056201  533.87099384 -200.        ]
  [-312.4832327   541.23683555 -200.        ]
  [-316.73590339  548.60267725 -200.        ]
  [-320.98857408  555.96851896 -200.        ]
  [-325.24124477  563.33436067 -200.        ]
  [-329.49391547  570.70020237 -200.        ]
  [-333.74658616  578.06604408 -200.        ]
  [-337.99925685  585.43188579 -200.        ]
  [-342.25192754  592.79772749 -200.        ]
  [-346.50459823  600.1635692  -200.        ]
  [-350.75726893  607.52941091 -200.        ]
  [-355.00993962  614.89525261 -200.        ]
  [-359.26261031  622.26109432 -200.        ]
  [-363.515281    629.62693602 -200.        ]
  [-367.7679517   636.99277773 -200.        ]
  [-372.02062239  644.35861944 -200.        ]
  [-376.27329308  651.72446114 -200.        ]
  [-380.52596377  659.09030285 -200.        ]
  [-384.77863446  666.45614456 -200.        ]
  [-389.03130516  673.82198626 -200.        ]
  [-393.28397585  681.18782797 -200.        ]
  [-397.53664654  688.55366968 -200.        ]
  [-401.78931723  695.91951138 -200.        ]
  [-406.04198792  703.28535309 -200.        ]
  [-410.29465862  710.6511948  -200.        ]
  [-414.54732931  718.0170365  -200.        ]
  [-418.8         725.38287821 -200.        ]]]",
floatingse.constr_axial_load,,[0.24689766],
floatingse.constr_mooring_length,,[0.87410875],
floatingse.constr_anchor_vertical,,[1.e+30 1.e+30 1.e+30],
floatingse.constr_anchor_lateral,,[1.e+30 1.e+30 1.e+30],
floatingse.platform_centroid,m,[-6.27600001e-07 -1.95866666e-07 -4.91864000e+00],
floatingse.platform_ballast_mass,kg,[2539995.],
floatingse.platform_hull_mass,kg,[3914227.61674439],
floatingse.platform_I_total,kg*m**2,"[ 7.61591779e+09  7.61591719e+09  1.37461862e+10 -3.18918169e+01
 -4.37063903e+00  3.75155911e-01]",
floatingse.platform_cost,USD,[11589382.09438787],
floatingse.platform_Awater,m**2,[446.69520543],
floatingse.tower.section_height,m,"[1.35435477e+01 1.04181136e-03 1.35425059e+01 1.04181136e-03
 1.35425059e+01 1.04181136e-03 1.35425059e+01 1.04181136e-03
 1.35425059e+01 1.04181136e-03 1.35425059e+01 1.04181136e-03
 1.35425059e+01 1.04181136e-03 1.35425059e+01 1.04181136e-03
 1.35425059e+01 1.04181136e-03 1.31070288e+01]",
floatingse.tower.z_param,m,"[ 15.          28.54354771  28.54458953  42.08709543  42.08813724
  55.63064314  55.63168496  69.17419086  69.17523267  82.71773857
  82.71878039  96.26128629  96.2623281  109.804834   109.80587582
 123.34838172 123.34942353 136.89192943 136.89297125 150.        ]",
floatingse.tower.sec_loc,,"[0.         0.05565902 0.11131375 0.16696849 0.22262322 0.27827796
 0.33393269 0.38958743 0.44524216 0.5008969  0.55655163 0.61220637
 0.6678611  0.72351584 0.77917057 0.83482531 0.89048004 0.94613478
 1.        ]",normalized sectional location
floatingse.tower.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
floatingse.tower.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
floatingse.tower.mass_den,kg/m,"[20122.185583   20099.88192539 20117.22089598 20087.37141503
 20013.88869648 13629.51233071  7105.25927773  6720.32207936
  6352.21631512  5969.43273168  5651.96904864  5292.3861677
  4937.81404461  4601.74021508  4242.51043124  3964.76645553
  3525.28559659  3537.99080395  3580.79965313]",sectional mass per unit length
floatingse.tower.foreaft_iner,kg*m,"[246491.72543024 245321.03234188 245604.27117145 245321.03971581
 243442.23005316 165995.39220772  83526.17720858  75800.43247149
  68833.51131166  62094.77673836  57499.53494781  52646.72022012
  47984.80405934  43673.18395954  38765.21525336  34850.50975987
  27117.83752966  23575.52446885  21244.32610972]",sectional fore-aft intertia per unit length about the Y_G inertia axis
floatingse.tower.sideside_iner,kg*m,"[246491.72543024 245321.03234188 245604.27117145 245321.03971581
 243442.23005316 165995.39220772  83526.17720858  75800.43247149
  68833.51131166  62094.77673836  57499.53494781  52646.72022012
  47984.80405934  43673.18395954  38765.21525336  34850.50975987
  27117.83752966  23575.52446885  21244.32610972]",sectional side-side intertia per unit length about the Y_G inertia axis
floatingse.tower.foreaft_stff,N*m**2,"[6.32030065e+12 6.29028288e+12 6.29754541e+12 6.29028307e+12
 6.24210846e+12 4.25629211e+12 2.14169685e+12 1.94360083e+12
 1.76496183e+12 1.59217376e+12 1.47434705e+12 1.34991590e+12
 1.23037959e+12 1.11982523e+12 9.93979878e+11 8.93602814e+11
 6.95329167e+11 6.04500627e+11 5.44726311e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
floatingse.tower.sideside_stff,N*m**2,"[6.32030065e+12 6.29028288e+12 6.29754541e+12 6.29028307e+12
 6.24210846e+12 4.25629211e+12 2.14169685e+12 1.94360083e+12
 1.76496183e+12 1.59217376e+12 1.47434705e+12 1.34991590e+12
 1.23037959e+12 1.11982523e+12 9.93979878e+11 8.93602814e+11
 6.95329167e+11 6.04500627e+11 5.44726311e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
floatingse.tower.tor_stff,N*m**2,"[5.01199842e+12 4.98819432e+12 4.99395351e+12 4.98819447e+12
 4.94999201e+12 3.37523964e+12 1.69836560e+12 1.54127546e+12
 1.39961473e+12 1.26259379e+12 1.16915721e+12 1.07048331e+12
 9.75691016e+11 8.88021407e+11 7.88226043e+11 7.08627032e+11
 5.51396030e+11 4.79368998e+11 4.31967964e+11]",sectional torsional stiffness
floatingse.tower.axial_stff,N,"[5.15953476e+11 5.15381588e+11 5.15826177e+11 5.15060806e+11
 5.13176633e+11 3.49474675e+11 1.82186135e+11 1.72315951e+11
 1.62877341e+11 1.53062378e+11 1.44922283e+11 1.35702209e+11
 1.26610617e+11 1.17993339e+11 1.08782319e+11 1.01660678e+11
 9.03919384e+10 9.07177129e+10 9.18153757e+10]",sectional axial stiffness
floatingse.tower.cg_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
floatingse.tower.sc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
floatingse.tower.tc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
floatingse.tower.constr_d_to_t,,"[120.33175013 120.02867004 119.96075741 120.17700395 120.13430114
 176.16837771 325.33444816 330.01974299 335.41053085 342.60143422
 353.85457817 369.4677929  386.80318544 405.29881218 423.20987654
 435.61636736 428.75838377 370.21491783 325.79793503]",
floatingse.tower.constr_taper,,"[0.9964     1.         0.99969901 1.         0.99598676 1.
 0.95980659 1.         0.9602225  1.         0.97770248 1.
 0.9765232  1.         0.96222095 1.         0.87102915 1.
 0.88785685]",
floatingse.tower.slope,,"[0.9964     1.         1.00030108 1.         0.99598676 1.
 0.95980659 1.         0.9602225  1.         0.97770248 1.
 0.9765232  1.         0.96222095 1.         0.87102915 1.
 0.88785685]",
floatingse.tower.nu_full,,"[0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405]",
floatingse.tower.shell_cost,USD,[3602908.23251418],
floatingse.tower.shell_mass,kg,[1384449.66433658],
floatingse.tower.shell_z_cg,m,[42.7274479],
floatingse.tower.shell_I_base,kg*m**2,"[4.21950383e+09 4.21950383e+09 3.13056766e+07 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
